vendor,price,cat1,cat2,cat3,title
partysquadnl,0.020171,Drugs,Empathogens,Ecstasy,'100x GREEN MINION XTC MDMA PILL 220-230mg'
appleinc,0.00595,Drugs,Pharmacy,Benzos,'50 x 1mg Etizolam Pills Best Quality'
noogz,0.006795,Drugs,Psychedelics,2C-x,'25x 2CB, 25MG, Armani'
idealpills,0.084089,Drugs,Opiates,Codeine,'525x Codeine 15 MG Pills (Loose)'
charliechaplame,0.039791,,Other products,Classifieds,'10 Grams of gold as sample order  is 600 usd '
bookface,0.006708,Drugs,Stimulants,Amphetamine,'7G★Speed★Paste★£44★BOGOF '
bmg1,0.01544,Drugs,Cannabis,Weed,'BLUE DREAM  PREROLL 20 PCS'
pol1,0.052086,Drugs,Stimulants,Cocaine,'Benzocaine HCL ★ shipping from EU ★ 2 kg'
amsterdamdrugs,0.006063,Drugs,Empathogens,Ecstasy,'10 x XTC Yellow Nintendo Pills 190mg'
smart666tiger,0.00154,Other products,Digital items,Other digital,'DIRECTV.COM - [LIFETIME DIRECTV PREMIUM ACCOUNT] '
lawnmowerman,0.004488,Drugs,Cannabis,Weed,'1/8 ounce of Dream Lotus - Ship to USA'
bathramme,0.002811,Drugs,Cannabis,Weed,'2 x Blue Cheese(1g) pre-rolled joint!weed only-no tobacco!'
nextgeneration,0.019832,Drugs,Cannabis,Weed,'Tangie Ghost Train 14g FREE UK NDD'
fakeid4worldwide,0.001769,Other products,Services,Fake IDs,'TEMPLATE BELGIUM ID (FRONT&amp;BACK) PSD!!! (EDITABLE)'
odinshorse,0.013478,Drugs,Dissociatives,Ketamine,'3g pure Viking Ketamine (S+)'
highway-to-hell,0.16075,Drugs,Empathogens,Ecstasy,'500 x  XTC 200+ MG ''Green Love, Peace, Rock n'Roll'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'101 Salary Secrets: How to Negotiate Like a Pro'
nuuskatukku2,0.003191,Drugs,Empathogens,Ecstasy,'★★★ Warner Bros. Extacy 180mg (20€/1kpl) ★★★'
appleinc,0.013048,Other products,Classifieds,Replicas,'10 x €50 Euro Counterfeit Notes (Very Good Quality)'
charliechaplame,0.245017,Other products,Services,Money,'High Quality Counterfeit Euro Bills  TOTAL 9,000 euros'
happygarden,0.00295,Drugs,Empathogens,MDMA,'dutch mdma cristals 84% pure 5GR'
misterpills,0.005761,Drugs,Opiates,Morphine,'10 MG MORPHINE TABLETS'
spain-flowers,0.002564,Drugs,Cannabis,Hash,'2 gr. First Class SUPER Blonde Pollen Hash A+++'
legalizewid,0.053381,Drugs,Cannabis,Weed,'PROMO!! 500G - Amnesia Haze Cannabis Weed AAA+ HQ FOR HALF PRICE!'
dutchcowboy,0.062901,Drugs,Depressants,GHB / GBL,'1000ML GBL 99.99% PUREST &gt;&gt;&gt;&gt;&gt; BASF'
theonlinesource,0.001043,Other products,Digital items,Erotica,'SHEMALE JAPAN PORN ACCOUNT (warranty+freebies)'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Open-Source Lab: How to Build Your Own Hardware'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Techniques Of The Professional Pickpocket'
idealpills,0.091855,Drugs,Pharmacy,Benzos,'925x Valium 10 MG Pills (Loose)'
lobosuk,0.016767,Drugs,Empathogens,MDMA,'14g of MDMA CHAMPAGNE 84% UK-UK '
rocketchem,0.012417,Drugs,Pharmacy,Pain,'Phenacetin 100g'
galaxystore,0.019254,Drugs,Stimulants,Cocaine,'⌛1g Fishscale Cocaine 88% ☯ GalaxyStore ☯ FINLAND ONLY ⌛'
wooody,0.001042,,Other products,Services,'Tiny4K.com - [LIFETIME PORN PREMIUM ACCOUNT]'
cerberus,0.010935,Other products,Classifieds,Replicas,'Moncler Short Coat Black M'
godsgarden,0.00439,,Drugs,Cannabis,'25X Vegetarian Cannabis Capsules/ Sativa extraction THC (10-11%) '
theshop,0.000103,Other products,Digital items,Identity data,'★ CRUNCHYROLL PREMIUM ACCOUNT [LIFETIME+FREEBIE] ★'
mustajaska,0.011424,Other products,Body building,Anabolic steroids,'MASTERONE® 100, 100mg/ml, 10ml (Olymp Labs) -UUTUS!'
goingpostai,0.014086,Drugs,Empathogens,MDMA,'5.0 GRAMS MDMA CRYSTALS - REAGENT TESTED'
love2xlr8,0.003051,Drugs,Empathogens,MDMA,'MDMA Capsules (each contain at least 100mg pure MDMA) 10 x 100mg '
appleinc,0.013043,,Other products,Services,'10 x €50 Euro Counterfeit Notes (Very Good Quality)'
thewizard,0.13606,Drugs,Opiates,Oxycodone,'50x Roxy 30mg - Percocet - Roxicodone - Oxycodone'
dopeplanet,0.109392,Drugs,Stimulants,Metamphetamine,'20 g Crystal Meth Very High Quality Pink Champagne'
drugs2sell,0.022832,Drugs,Cannabis,Hash,'25 gr. King Hassan maroc Best quality!'
moneylord12,0.036789,Other products,Services,Money,'12 X 100  CHF swiss franc  QUALITY COUNTERFEIT 1000 CHF swiss fra'
hollanpetters,0.135834,Other products,Self-defence,Guns and ammo,'Pachmayr Dominator'
mr-oxy,0.01148,Drugs,Pharmacy,Benzos,'4.4's mg Xanax geltabs x10'
saiamii,0.002453,Drugs,Stimulants,Cocaine,'New Year Sale: 0.5g Cocaine Peruvian 93%'
theshop,0.000312,Other products,Services,Money,'♕ EARN BITCOINS FOR FREE ♕'
right3ous,0.004071,Drugs,Psychedelics,25x-NBOMe,'25B-NBOH HCl (1700µg) x50 blotter tabs'
rautakoura,0.005386,,Other products,Body building,'Genesis T3 50mcg/100tab '
suomenninja,0.002309,Drugs,Cannabis,Weed,'Tarjous 15eur/g!!! White Widow x Chronic'
hollanpetters,0.146282,Other products,Self-defence,Guns and ammo,'SCCY CPX-2 9MM BLK/GRAY'
pur-sang,0.014109,Drugs,Pharmacy,Erectile dysfunction,'Tostran Testosteronigeeli *Suomiapteekki*'
dreamdoc,0.038725,Other products,Services,Money,'Super Best Quality counterfeit Euro Bills 20x€50= €1000 Promo!!'
theshop,0.000208,,Other products,Services,'♕ BECOME A DOXING GOD ♕'
theshop,0.000521,Other products,Services,Money,'♕ Finance's Ultimate PayPal Guide ♕'
pachoherrera,0.093059,Drugs,Empathogens,Ecstasy,'500 X FORMULA 1 XTC'
drugsofspain,0.004131,Drugs,Empathogens,Ecstasy,'10 x Anonymous FACE 180 MG'
roadtrein,0.017569,Drugs,Opiates,Heroin,'2.5 gr.  Afghan Heroin TOP Quality'
wendy,0.001043,Other products,Digital items,Erotica,'TemptationOfEve.com - [GAY PORN LIFETIME ACCOUNT]'
theshop,0.001044,Other products,Services,n/a,'♕ 2017 - Credit Card to Bitcoin ♕'
greenjack,0.001461,Drugs,Cannabis,Weed,'Big Bud 1g/Outdoor/AAA'
ganja-base,0.005422,Drugs,Cannabis,Weed,'5 gr OG Sour Diesel Kush AAA+'
hollanpetters,0.153857,Other products,Self-defence,Guns and ammo,'M4 Carbine Commando with M203 Grenade Launcher'
nordic,0.001677,Drugs,Opiates,Oxycodone,'Oxycodone 30mg 1 / 10e'
doktorgreen,0.007565,Drugs,Cannabis,Weed,'5g Amnesia (Pure) Worldclass Medical Cannabis Quality AAA+++'
md,0.031312,Other products,Cannabis growing,Seeds,'Jack Herer - [50 SEEDS] [FEMINIZED] [GIFT] '
kingofthetrill,0.009393,,Drugs,Opiates,'Suboxone 5 x 8MG/2MG Strips Buprenorphine $90 FREE USPS PRIORITY '
dutchstore,0.128051,Drugs,Empathogens,Ecstasy,'500 x  XTC RED LEVI'S 250MG '
party-fruits,0.041985,Drugs,Cannabis,Hash,'50 Gr. Super Pollen Hash AAA+'
europa-drugs,0.093853,Drugs,Empathogens,Ecstasy,'250 x XTC MDMA 220mg Domino Pills'
pur-sang,0.003209,Drugs,Pharmacy,Sleep,'Leponex 100mg 20kpl'
theshop,0.000208,Drugs,Empathogens,Ecstasy,'♕ How To Make MDMA ♕'
ketosaurus,0.017645,Drugs,Stimulants,Metamphetamine,'3.5G Large Shards Of Crystal Meth ( Tina, Ice )'
theshop,0.000312,Other products,Digital items,Other digital,'★ MAKE $350+/DAY || BUSTAMILL V2.3 ★'
juno,0.001565,Drugs,Pharmacy,Pain,'Pregabalin (Lyrica) (150mg/pill) 10 pills - FREE EU Shipping'
hillii,0.005129,Drugs,Stimulants,Amphetamine,'custom  vendito'
kerets,0.007053,Drugs,Opiates,Oxycodone,'OxyCodone / OxyContin 120mg x 1 Tablet'
grantyourwish,0.000521,Other products,Services,Hacking,'★★★ Hack Valid Credit Card Numbers ★★★'
hollanpetters,0.041028,Other products,Self-defence,Guns and ammo,'BERETTA MODEL 950 BS PISTOL IN .25 ACP'
keisari-julius,0.003851,Drugs,Opiates,Buprenorphine,'Subutex 4mg eli Puolikas 25€/kpl + 5€ postit'
heroin_hero,0.011924,Drugs,Opiates,Morphine,'3 x HYDROMORPHON 16mg Tablet (Winthrop) '
amsterdamtouk,0.023223,Drugs,Stimulants,Cocaine,'2g Oily Strong Cocaine AAAA+ 86% Free Delivery'
roadtrein,0.031034,Drugs,Opiates,Heroin,'5 gr.  Afghan Heroin TOP Quality'
sons-of-anarchi,0.002257,Drugs,Empathogens,MDMA,'5 Gelatin 200Mg mdma 150Mg speed---free shiping---'
salamanca,0.051633,Drugs,Cannabis,Weed,'Custom order [400€]'
dutchmagicfe,0.017801,Drugs,Cannabis,Weed,'White Widow 20g'
mistagreenabis,0.246136,Drugs,Cannabis,Weed,'1-pound Sweet Kush weed (448 g)'
theshop,0.001044,,Other products,Services,'♕ HQ Euro Scans/PSD Templates ♕ 1Gb+!'
dutchdreams,0.029495,Drugs,Cannabis,Weed,' K2  OLD SCHOOL STRAIN 25  GRAM freeshipping'
bookface,0.009916,Drugs,Stimulants,Amphetamine,'3.5G★Speed★Powder★BOGOF '
hollanpetters,0.040743,Other products,Self-defence,Guns and ammo,'COLT DETECTIVE SPECIAL &quot;NICKEL FINISH&quot;'
theshop,0.000208,Other products,Digital items,Guides and tutorials,'♕ DELL Carding Method ♕'
theshop,0.001044,Other products,Digital items,Credit card data,'♕ 2017 - Credit Card to Bitcoin ♕'
hammerhome-123,0.037383,Drugs,Cannabis,Weed,'28g Incredible Bulk'
theshop,0.000103,Other products,Digital items,Guides and tutorials,'♕ How To Make a Girl Squirt ♕'
leftcoast,0.001358,Drugs,Stimulants,Metamphetamine,'Promo! 0.25 g HQ Crystal Methamphetamine Shards'
thedutchies,0.295307,Drugs,Empathogens,Ecstasy,'BULK ORDER 1000x of your choice 220mg'
king-of-the-south,0.241092,Other products,Self-defence,Guns and ammo,'Browning 9mm Semi-Auto + Ammo'
moestaverne,0.003979,Drugs,Cannabis,Weed,'Vanilla Kush - Barney's Farm 3g HQ FREE SHIPPING'
hillii,0.007095,Drugs,Opiates,Buprenorphine,'filmi N12 1kpl/55€ posteineen.'
theshop,0.000208,Other products,Digital items,Identity data,'★ eWhoring Pack (THE CHEAPEST!) ★'
cana-king,0.019131,Drugs,Cannabis,Weed,'20 gr. Grapefruit (Top Shelf ) indoor'
dutchstore,0.016394,Drugs,Stimulants,Metamphetamine,'2,5 gr. high quality  Shards Crystal Meth'
viking_king,0.00004,Drugs,Empathogens,MDMA,'FÅ BEDRE PRISER! SECRET SHOP - SEND OSS DIN WICKR ID/PROTONMAIL'
noogz,0.011928,Drugs,Psychedelics,DOx,'100 DOC 2,5-Dimethoxy-4-chloroamphetamine'
dope-exchange,0.007949,Drugs,Opiates,Fentanyl,'0.2 gr. FENTANYL HCL'
appleinc,0.00595,,Drugs,Pharmacy,'50 x 1mg Etizolam Pills Best Quality'
qzfwrty,0.003852,Drugs,Depressants,GHB / GBL,' GHB crystals 20g'
drugs-total,0.045131,Drugs,Psychedelics,LSD,'100 x  200ug SUN LSD BLOTTERS '
greenjack,0.020875,Drugs,Cannabis,Weed,'AK47 20g/Indoor/AAA/Free Shipping'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'78 Important Questions Every Leader Should Ask and Answer'
pachoherrera,0.102479,Drugs,Empathogens,Ecstasy,'500  X BLUE PHILLIP PLEIN'
charliechaplame,0.065389,Other products,Services,Money,'100 x 20 High Quality Counterfeit Euro Bills  TOTAL 2000'
ragstoriches1,0.029749,Drugs,Stimulants,Metamphetamine,'❤ 7g ICE | crystal METH ★ HQ ❤'
dreamdoc,0.116175,Drugs,Empathogens,MDMA,'\DMT (White Dream Sand)20 GRAM-$900 - ON SALE** Holiday Promotion'
bathramme,0.001783,Drugs,Cannabis,Weed,'2 x K-13(0.4g) pre-rolled joints'
lucyskydiam0nds,0.005757,Drugs,Empathogens,Ecstasy,'5g Dutch MDMA - 84% Purity'
citra-world,0.000105,Other products,Digital items,Guides and tutorials,'Phenethylamines I Have Known And Loved'
underground-drugs,0.003614,Drugs,Empathogens,Ecstasy,'5 x XTC RED UNDERGROUND 220MG'
platinum45,0.31413,Drugs,Stimulants,Metamphetamine,'120 grams of Grade A+ Crystal Methamphetamine - shards!'
bmg1,0.007303,Drugs,Cannabis,Weed,'DURBAN POISON  7 GRAMS'
dreamdoc,0.130374,Other products,Services,Money,'Super Best Quality counterfeit Notes 100x$50= $5000 Promotion!!'
theshop,0.000208,Other products,Digital items,Other digital,'♕ Make $100 per Day Using Instagram ♕'
drugs-evil,0.051633,Drugs,Stimulants,Cocaine,'7 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
charlieukontor,0.004943,Drugs,Stimulants,Crack,'90's 0.25G RASTA CRACK COCAINE!! best on darkweb!'
dreamdoc,0.130374,Other products,Services,Money,' Super Best Quality counterfeit Notes 500x$10= $5000 Promotion'
wooody,0.001042,,Other products,Services,'PlayBoyPlus.com - [LIFETIME PORN PREMIUM ACCOUNT]'
soul-budz,0.00731,Drugs,Opiates,Heroin,'1 gr Strong Brown Heroin'
leeroyju,0.021026,Drugs,Cannabis,Weed,'LeeRoy White Russian 25g - Coffeeshop Quality'
majorkey,0.010017,Drugs,Stimulants,Cocaine,'!!!!1g of the PUREST FISHSCALE COCAINE!!!! (93% tested!)'
md,0.30265,Drugs,Psychedelics,LSD,'LSD - Voidrealm [105mcg] - 2000 tabs'
psilomanufacture,0.002922,Drugs,Pharmacy,Benzos,'100mg Etizolam 100mg Powder. Free  Shipping from EU'
redgrouper,0.000836,Other products,Digital items,Identity data,'NEW BATCH - USA - VISA/MASTERCARD CREDIT CARD - Stand Level'
appleinc,0.012526,,Other products,Services,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
salamanca,0.028398,Drugs,Cannabis,Weed,'10g SUPER SILVER HAZE [80% sativa]'
viking_king,0.003976,Drugs,Pharmacy,Benzos,'10 x Rivotril 2mg APOTEK | GRATIS FRAKT &amp; DECOY!'
galaxystore,0.044925,Drugs,Cannabis,Weed,'⌛25g Pineapple Express ☯ GalaxyStore ☯ FINLAND ONLY ⌛'
pur-sang,0.003846,Other products,Body building,Oral,'Liothyron T3 20mcg 30kpl'
masteryoda,0.032271,,Other products,Services,'***LIVE LESSONS***  2h Carding Lessons'
bodega,0.005832,Drugs,Opiates,Heroin,'1 gram of Afghan No. 4 heroin NO FENTANYL'
nextgeneration,0.017222,Drugs,Cannabis,Weed,'Crystal OG Kush 14g FREE UK NDD '
benson5,0.051809,Drugs,Cannabis,Weed,'50 gr. BIO Orange Bud '
goingpostai,0.044345,Drugs,Empathogens,MDMA,'20.0 GRAMS MDMA CRYSTALS - REAGENT TESTED'
topp-gear,0.016948,Drugs,Cannabis,Weed,'20 gr, Amnesia Haze GoodQuality indoor'
powderpharmacy,0.006263,Drugs,Psychedelics,DMT / AMT,'5-MeO-DMT 250mg '
matzee,0.007745,Drugs,Cannabis,Weed,'Amnesia Haze 5g Coffeshop Quality'
budzanddrugs,0.03808,Drugs,Cannabis,Weed,'50 gram Amnesia Haze Weed indoor'
noogz,1.603627,Drugs,Stimulants,Metamphetamine,'1000g  CRYSTAL METH 98.9%Pure'
pharmroids,0.005636,Other products,Body building,Testosterone,'Testosterone C | 1vial (10ml) (250 mg/ml) - Bodypharm (Test C)'
bugz-dw,0.01091,Drugs,Stimulants,Cocaine,'1g Cocaine du lapin !'
hot-stuff,0.013167,Drugs,Empathogens,Ecstasy,'25 X XTC Twitter 240mg MDMA XTC Pills'
drugs-evil,0.113593,Drugs,Stimulants,Cocaine,'20 gr COCAINE CRISTAL VERY STRONG 92% ORGINAIL TOP AAA+++'
probitexchange1,0.031302,Other products,Digital items,Guides and tutorials,'Private guide on how to make up to 5000 a week'
hank_scorpio,0.023103,Drugs,Empathogens,Ecstasy,'50x Ace of Spades combo pills [125mg MDMA // 75mg MDA]'
habitsincorporated,0.125209,Drugs,Stimulants,Metamphetamine,'*FIRE* METH 84 GRAMS (3oz)'
godsgarden,0.001314,Drugs,Psychedelics,Bromo-Dragonfly,'2 Tabs of Bromo DragonFly 250Ug'
holloboss,0.026185,Other products,Services,Money,'Best Quality Dollar Notes 10X $100=1000'
mustajaska,0.004107,Other products,Body building,Oral,' Clomiphene / Clomid (Clomiphene Citrate) - 10x50mg'
RROR
greenjack,0.005741,Drugs,Cannabis,Weed,'Pot Of Gold 5g/Outdoor/AAA/Free Shipping'
theshop,0.000208,,Other products,Services,'★ HOW TO MAKE DMT ★'
masterion,0.016434,Drugs,Empathogens,Ecstasy,'WARNER BROS 210MG MDMA 50pcs'
amsterdamtouk,0.039685,Drugs,Cannabis,Weed,'28g Amnesia Lemon AAAA+ Amsterdam Free Delivery'
dreamweaver,0.001896,Drugs,Cannabis,Weed,'1.2g AK-47 | NDD/UK / Best Customer Service'
thevedor,0.019678,Drugs,Opiates,Heroin,'2 g Purest Heroin #4 '
dope-central,0.038338,Drugs,Psychedelics,LSD,'100 x 240ug Tree of Life LSD Blotter'
un1versal,0.010269,Drugs,Empathogens,MDMA,'10g Very High Quality MDMA (83%)'
dutchdopemasters,0.038216,Drugs,Psychedelics,LSD,'75X 180UG Ohm LSD Blotters Acid's'
bobmarleysdrugstore,0.001312,Drugs,Cannabis,Hash,'2G BOBMARLEYS POLLEN HASH A+ QUALITY'
thewizard,0.021807,Drugs,Opiates,Buprenorphine,'Custom listing for te*********aww - 19x Suboxone 8mg/2mg Strips'
md,0.000103,Other products,Digital items,Guides and tutorials,'Learn how to chance PASSPORT TEMPLATES easily'
idealpills,0.105421,,Drugs,Pharmacy,'875x K25 37.5 MG Pills (Loose)'
pachoherrera,0.006413,Drugs,Empathogens,Ecstasy,'25 X TAZMANIAN DEVILS XTC PILLS'
drugs-total,0.002821,Drugs,Cannabis,Weed,'2,5 gr.  Orange Budz AA+ INDOOR GROWN'
cerberus,0.004666,Other products,Body building,Anabolic steroids,'Cerberus Pharma NandroTest 150mg/ml 10ml multivial'
dutchrabblt2,0.039989,Drugs,Empathogens,MDMA,'MDMA DUTCH 84 % THE BEST ( 50 gr)'
legalizewid,0.346545,Drugs,Cannabis,Weed,'Silver Haze | A+ | Sativa 1000g (1KG)'
mistersniffer,0.010585,Drugs,Stimulants,Amphetamine,'25 Gram Amphetamine Speed Paste 61-70% SAMPLE'
theshop,0.001043,Other products,Digital items,Other digital,'♕ ★ ID TEMPLATES FULL PACK ★ ♕'
idealpills,0.111162,,Drugs,Pharmacy,'950x K25 37.5 MG Pills (Loose)'
11yliopistonapteekki11,0.00642,Drugs,Stimulants,4-MePPP,'1 Mefedroni(MCAT) '
suomipotenssi,0.024361,Drugs,Cannabis,Weed,'★Wonder Woman★ 10g.'
theshop,0.000103,,Other products,Digital items,'♕ Anarchyst's Coockbook (Updated) ♕'
md,0.000103,Other products,Digital items,Other digital,'BitExchanger v2.0 [FAST SHIPPING]'
steroidwarehouse,0.008681,Other products,Body building,Testosterone,'Testosterone Enanthate - 300 mg/ml/10 ml - Bioniche Pharma'
idealpills,0.088724,Drugs,Pharmacy,Benzos,'875x Valium 10 MG Pills (Loose)'
greenjack,0.037576,Drugs,Cannabis,Weed,'Critical Mass 40g/Indoor/AAA/Free Shipping'
rocketship,0.0,Drugs,Opiates,Oxycodone,'Custom listing for godpunch'
cerberus,0.005833,Other products,Classifieds,Replicas,'Yves Saint Laurent Black Opium Gift Set '
pharmroids,0.007723,Other products,Body building,Other injectables,'Nandrolona D | 10ml vial (200 mg/ml) - Balkan Pharmaceuticals '
dopesupply,0.020346,Drugs,Opiates,Heroin,'3.5g Gunpoweder Heroin'
moiiyboys,0.005228,Drugs,Empathogens,Ecstasy,'15x *Yellow Hearts* 140mg MDMA'
weedtastic,0.00426,Drugs,Cannabis,Concentrates,'Rick Simpson Oil 1 Gram'
dreams-store,0.022187,Drugs,Empathogens,Ecstasy,'50 x Ace of Spades Ecstasy Pills (220mg MDMA)'
harrispowell,0.018808,Drugs,Stimulants,Coffeine,'1000mg Alprazolam Powder 99% Xanax API - FREE EU Shipping'
biosphere,0.206808,Drugs,Opiates,Buprenorphine,'Special offert for speedway1979 FE SUBUTEX 8 mg. 252 pills.'
md,0.151325,Drugs,Psychedelics,LSD,'LSD - White on White [105 mcg] - 1000 tabs'
illuminatidrugs,0.005407,Drugs,Stimulants,Cocaine,'0.5g GRAM HIGH QUALITY 90% FISHSCALE COCAINE ESCOBAR STYLE BLOW!'
legalizewid,0.056261,Drugs,Cannabis,Weed,'100G - Amnesia Haze Cannabis Weed AAA+ HIGH QUALITY '
hollanpetters,0.041791,Other products,Self-defence,Guns and ammo,'SMITH &amp; WESSON MODEL 29-10 ENGRAVED'
sons-of-anarchi,0.00129,Drugs,Stimulants,Cocaine,'5 g procaine hcl 100% pure---free shiping---'
hollanpetters,0.062825,Other products,Self-defence,Guns and ammo,'★★★Mini pistol cal .25 ACP (6,35) New offer!'
bobmarleysdrugstore,0.001531,Drugs,Cannabis,Weed,'BOB MARLYES TOP GRADE SWEET THAI SPECIAL 2GRAM'
theshop,0.001043,,Other products,Services,'♕ ★ ID TEMPLATES FULL PACK ★ ♕'
australianice,0.139963,Drugs,Stimulants,Cocaine,'7g Bolivian Fishscale Cocaine Imported Free Express + MBB'
pharmroids,0.007411,Other products,Body building,Growth hormones,'Vitex 10 IU (HGH) - Grown Hormone - Alpha Pharma'
dreamdoc,0.095522,Other products,Services,Money,'Super Best Quality counterfeit Euro Bills 60x€50= €3000 Promo!!'
highqualitytrip,0.00579,Drugs,Empathogens,Ecstasy,'20 X HANDGRENADE 140MG NET CONTENT MDMA'
goingpostai,0.039649,Drugs,Dissociatives,Ketamine,'7.0 GRAMS KETAMINE S-ISOMER -REAGENT TESTED'
bcbudking,0.033923,Drugs,Cannabis,Weed,'Tahoe OG 56g - 2oz *Indoor AAA * CANADA ONLY- XpressPost'
rocketship,0.245822,Drugs,Opiates,Oxycodone,'100x Roxy 30mg Oxycodone SALE'
sorryforthat187,0.006196,Drugs,Cannabis,Weed,'Amnesia Haze 5 gr, high potent weed PROMO AKTION'
kvalitetsroyk123,0.030832,Drugs,Empathogens,MDMA,'5 gram med MDMA '
idealpills,0.097596,Drugs,Pharmacy,Sleep,'650x Ambien 10 MG Pills (Loose)'
rocketship,0.058339,Drugs,Opiates,Oxycodone,'20x Roxy 30mg Oxycodone SALE'
cerberus,0.006562,Other products,Classifieds,Replicas,'Versace Man Bag #5 '
md,0.000103,Other products,Digital items,Identity data,'GERMANY VISA CARD PSD SCANS TEMPLATES'
moneylord12,0.231316,Other products,Services,Money,'500 x 20  Counterfeit Dollar Bills High Quality TOTAL 10,000 '
goingpostai,0.208681,Drugs,Psychedelics,LSD,'900 HITS LSD (GFD Fluff on Blotter)'
homeofdrugs,0.003483,Drugs,Stimulants,Cocaine,'0,25 gr uncut Cocaine flakes'
chapomart2,0.014654,Drugs,Opiates,Heroin,'1.1g gunpowder/BTH tested 85%-90%+ BEST AVAILABLE ANYWHERE (FE)'
captain_kirk,0.000103,Other products,Digital items,Other digital,'Windows XP Pro SP3 32-bit - Black Edition'
wendy,0.001044,Other products,Digital items,Erotica,'Russian-TGirls.com  - [SHEMALE PORN LIFETIME ACCOUNT]'
rocketchem,0.07735,,Drugs,Stimulants,'Isopropylphenidate 100g'
nextgeneration,0.017222,Drugs,Cannabis,Weed,'Jack Herer AAA++ 14g FREE UK NDD'
RROR
nordic,0.00258,Drugs,Empathogens,MDMA,'MDMA 0.2g/12e - SAMPLE'
german-stuff,0.014616,Drugs,Stimulants,Amphetamine,'25 gr. Premium Amphetamine Paste'
theshop,0.000208,Other products,Digital items,Guides and tutorials,'♕ Make $100 per Day Using Instagram ♕'
charliechaplame,0.04284,Other products,Digital items,Identity data,'high quality NYC drivers license physical document 400 '
ibank,0.001935,Drugs,Cannabis,Weed,'ANONYMOUS FRENCH SIM CARD'
RROR
canadiansteroids,0.002818,Other products,Body building,Anabolic steroids,' Testosterone Enanthate 10ml 250mg ml (USA TO USA)--------- IF LO'
noogz,0.154296,Drugs,Empathogens,Ecstasy,'1500 heineken.xtc 220mg'
drugs-evil,0.018717,Drugs,Opiates,Heroin,'3 GR HEROIN FROM PAKISTAAN VERY STRONG AAA+++'
greenjack,0.006263,Drugs,Cannabis,Weed,'AK47 5g/Indoor/AAA/Free Shipping'
theshop,0.000312,Other products,Services,n/a,'♕ DRUG GUIDES MEGAPACK ♕'
theshop,0.001046,Other products,Digital items,Other digital,'★PORN ACCOUNT★ CASTINGCOUCH-X – Lifetime'
a-team,0.002568,Drugs,Pharmacy,Benzos,'Oxamin 15mg (Opamox), 10kpl= 1 lätkä'
theshop,0.000208,,Other products,Digital items,'★ MAKE MONEY WITH FACEBOOK ★'
hollanpetters,0.093934,Other products,Self-defence,Guns and ammo,'SMITH &amp; WESSON MODEL 18-3, 22LR 4&quot; BLUE , MINT IN BOX, MFG 1975'
drugs-evil,0.048406,Drugs,Stimulants,Crack,'7 GR CRACK VERY VERY STRONG AND SWEET COCAIN '
theshop,0.000521,Other products,Services,n/a,'♕ MONEY MAKING MEGAPACK ♕'
drugswhole,0.006712,Drugs,Empathogens,Ecstasy,'10 x Ferrari Yellow/Green XTC 200-220mg Pills'
cheapassbulkshrooms,0.033401,Drugs,Psychedelics,Mushrooms,'$320 QP SHROOMS ESCROW AND FREE SHIPPING'
idealpills,0.118994,Drugs,Pharmacy,Sleep,'825x Ambien 10 MG Pills (Loose)'
hollanpetters,0.146282,Other products,Self-defence,Guns and ammo,'Colt 1st Generation SAA Single Action Army 32 WCF, 4.75&quot; Barrel, '
leeroyju,0.032507,Drugs,Cannabis,Weed,'LeeRoy White Russian 50g - Coffeeshop Quality'
appleinc,0.004906,,Drugs,Pharmacy,'25 x 10mg Roche Diazepam (Loose)'
viking_king,0.007966,Drugs,Cannabis,Weed,'3G ★ SUPER HAZE ★ BEGRENSET MENGDE! ★ BESTE STEALTH PÅ DW!'
varcity,0.005947,Other products,Body building,Anabolic steroids,'Oral Anavar (Oxandrolone) 15mg x 100ml'
dutchstore,0.017684,Drugs,Opiates,Heroin,'2,5 gr SUPER DRAGON BROWN HEROIN (70% purity)'
pol1,0.003444,Drugs,Stimulants,Amphetamine,'4-MPD 4-MEAP ★★★ shipping form EU ★★★ SAMPLE ❷ grams'
dreamdoc,0.027108,Drugs,Empathogens,MDMA,'MDMA 6 GRAM (FE) *ON SALE* 210 promotional prices '
appleinc,0.008037,Drugs,Pharmacy,Benzos,'100 x 1mg Etizolam Pills Best Quality'
citra-world,0.01549,Drugs,Pharmacy,Muscle relaxants,'100 x Deschloro Etizolam pellets- 6mg-EU Ship'
amsterdamdrugs,0.002193,Drugs,Empathogens,Ecstasy,'2 x XTC MDMA 220mg Domino Pills'
appleinc,0.00595,Drugs,Pharmacy,Benzos,'50 x 1mg Etizolam Pills Best Quality'
pillerikauppa,0.001926,Drugs,Pharmacy,Benzos,'7x Rivatril 2mg *Suomi apteekki* '
hollanpetters,0.102571,Other products,Self-defence,Guns and ammo,'Ithica 10 gauge semi-auto'
